1,2ohh,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg)
1,2ohi,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg)
1,2ohj,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg)
1,2ouw,Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIB 8255 / S1)
1,2q4a,Arabidopsis thaliana
1,2q4e,Arabidopsis thaliana
1,2raf,Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)
1,2uxn,Homo sapiens
1,2uxx,Homo sapiens
1,2uyy,Homo sapiens
1,2v1d,Homo sapiens
1,2wzv,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)
1,2wzw,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)
1,2x0l,Homo sapiens
1,2xaf,Homo sapiens
1,2xag,Homo sapiens
1,2xah,Homo sapiens
1,2xaj,Homo sapiens
1,2xaq,Homo sapiens
1,2xas,Homo sapiens
1,2y48,Homo sapiens
1,2z36,Nonomuraea recticatena
1,2z3t,Streptomyces sp. TP-A0274
1,2z3u,Streptomyces sp. TP-A0274
1,2z3y,Homo sapiens
1,2z5u,Homo sapiens
1,3abt,Homo sapiens
1,3abu,Homo sapiens
1,3bem,Bacillus subtilis (strain 168)
1,3c4a,Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)
1,3cp2,Escherichia coli (strain K12)
1,3cp8,Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS)
1,3f1k,Escherichia coli (strain K12)
1,3f1l,Escherichia coli (strain K12)
1,3f4l,Escherichia coli (strain K12)
1,3f5q,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1,3fni,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
1,3gvc,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,3gyr,Streptomyces antibioticus
1,3gz4,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1,3hzn,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
1,3khp,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,3kvo,Homo sapiens
1,3kzv,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
1,3l4m,Paracoccus denitrificans (strain Pd 1222)
1,3l4o,Paracoccus denitrificans (strain Pd 1222)
1,3obz,Homo sapiens
1,3orv,Paracoccus denitrificans (strain Pd 1222)
1,3pxs,Paracoccus denitrificans (strain Pd 1222)
1,3pxt,Paracoccus denitrificans (strain Pd 1222)
1,3pxw,Paracoccus denitrificans (strain Pd 1222)
1,3r5l,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,3r5p,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,3r5r,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,3r5w,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,3rku,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
1,3rlm,Paracoccus denitrificans (strain Pd 1222)
1,3rmz,Paracoccus denitrificans (strain Pd 1222)
1,3rn0,Paracoccus denitrificans (strain Pd 1222)
1,3rn1,Paracoccus denitrificans (strain Pd 1222)
1,3sjl,Paracoccus denitrificans (strain Pd 1222)
1,3sle,Paracoccus denitrificans (strain Pd 1222)
1,3svt,Mycobacterium ulcerans (strain Agy99)
1,3svw,Paracoccus denitrificans (strain Pd 1222)
1,3sws,Paracoccus denitrificans (strain Pd 1222)
1,3sxt,Paracoccus denitrificans (strain Pd 1222)
1,3t38,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)
1,3tjr,Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10)
1,3tl3,Mycobacterium ulcerans (strain Agy99)
1,3tzq,Mycobacterium marinum (strain ATCC BAA-535 / M)
1,3u3x,Rhizobium meliloti (strain 1021)
1,3ucx,Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)
1,3v4d,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1,3vc7,Rhizobium meliloti (strain 1021)
1,3vv9,Trypanosoma brucei brucei
1,3vva,Trypanosoma brucei brucei
1,3w54,Trypanosoma brucei brucei
1,3wmw,Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)
1,3wmx,Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)
1,3zms,Homo sapiens
1,3zmt,Homo sapiens
1,3zmu,Homo sapiens
1,3zmv,Homo sapiens
1,3zmz,Homo sapiens
1,3zn0,Homo sapiens
1,3zn1,Homo sapiens
1,4a27,Homo sapiens
1,4bay,Homo sapiens
1,4czz,Homo sapiens
1,4e4y,Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)
1,4ep6,Rhodococcus rhodochrous
1,4eso,Rhizobium meliloti (strain 1021)
1,4fa1,Paracoccus denitrificans (strain Pd 1222)
1,4fa4,Paracoccus denitrificans (strain Pd 1222)
1,4fa5,Paracoccus denitrificans (strain Pd 1222)
1,4fa9,Paracoccus denitrificans (strain Pd 1222)
1,4fan,Paracoccus denitrificans (strain Pd 1222)
1,4fav,Paracoccus denitrificans (strain Pd 1222)
1,4fb1,Paracoccus denitrificans (strain Pd 1222)
1,4fek,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
1,4fn4,Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)
1,4fwe,Homo sapiens
1,4fwf,Homo sapiens
1,4fwj,Homo sapiens
1,4g2c,Amycolatopsis sp. (strain ATCC 39116 / 75iv2)
1,4gqa,Klebsiella pneumoniae (strain 342)
1,4gu0,Homo sapiens
1,4gu1,Homo sapiens
1,4gur,Homo sapiens
1,4gus,Homo sapiens
1,4gut,Homo sapiens
1,4guu,Homo sapiens
1,4hsu,Homo sapiens
1,4im7,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1,4jxk,Rhodococcus opacus (strain B4)
1,4k22,Escherichia coli (strain K12)
1,4k3i,Paracoccus denitrificans (strain Pd 1222)
1,4kum,Homo sapiens
1,4l1q,Paracoccus denitrificans (strain Pd 1222)
1,4l3g,Paracoccus denitrificans (strain Pd 1222)
1,4l3h,Paracoccus denitrificans (strain Pd 1222)
1,4l82,Rickettsia felis (strain ATCC VR-1525 / URRWXCal2)
1,4lvu,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)
1,4n9x,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672)
1,4o1q,Paracoccus denitrificans (strain Pd 1222)
1,4otk,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,4qlx,Lactobacillus plantarum
1,4qup,Rhizobium meliloti (strain 1021)
1,4quq,Rhizobium meliloti (strain 1021)
1,4qur,Rhizobium meliloti (strain 1021)
1,4qvb,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,4uv8,Homo sapiens
1,4uv9,Homo sapiens
1,4uva,Homo sapiens
1,4uvb,Homo sapiens
1,4uvc,Homo sapiens
1,4uxn,Homo sapiens
1,4wwj,Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)
1,4xbf,Homo sapiens
1,4xx2,Xylella fastidiosa (strain 9a5c)
1,4y5r,Paracoccus denitrificans (strain Pd 1222)
1,4z24,Acanthamoeba polyphaga mimivirus
1,4z25,Acanthamoeba polyphaga mimivirus
1,4z26,Acanthamoeba polyphaga mimivirus
1,4zr0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
1,4zr1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
1,5afw,Homo sapiens
1,5gn7,Trypanosoma brucei brucei
1,5gn9,Trypanosoma brucei brucei
1,5h6q,Homo sapiens
1,5h6r,Homo sapiens
1,5it3,Homo sapiens
1,5j8d,Enterobacter cloacae
1,5j8g,Enterobacter cloacae
1,5l3b,Homo sapiens
1,5l3c,Homo sapiens
1,5l3d,Homo sapiens
1,5l3e,Homo sapiens
1,5l3f,Homo sapiens
1,5l3g,Homo sapiens
1,5lbq,Homo sapiens
1,5lgn,Homo sapiens
1,5lgt,Homo sapiens
1,5lgu,Homo sapiens
1,5lhg,Homo sapiens
1,5lhh,Homo sapiens
1,5lhi,Homo sapiens
1,5n05,Lentinus similis
1,5nlp,Lentinus similis
1,5nlq,Lentinus similis
1,5nlr,Lentinus similis
1,5nls,Lentinus similis
1,5nlt,Collariella virescens
1,5nmw,Zonocerus variegatus
1,5nmx,Zonocerus variegatus
1,5o9v,Homo sapiens
1,5x60,Homo sapiens
1,5yjb,Homo sapiens
1,5zdp,Trypanosoma brucei brucei
1,5zdq,Trypanosoma brucei brucei
1,5zdr,Trypanosoma brucei brucei
1,5zle,Homo sapiens
1,5zlg,Homo sapiens
1,6e13,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440)
1,6e1f,Homo sapiens
1,6h0c,Synechocystis sp. (strain PCC 6803 / Kazusa)
1,6h0d,Synechocystis sp. (strain PCC 6803 / Kazusa)
1,6kjg,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
1,6kji,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
1,6nes,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)
1,6net,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)
1,6neu,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)
1,6nev,Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)
1,6npa,Leisingera caerulea
1,6npb,Leisingera caerulea
1,6npc,Leisingera caerulea
1,6npd,Leisingera caerulea
1,6nqm,Homo sapiens
1,6nqu,Homo sapiens
1,6nr5,Homo sapiens
1,6o15,Escherichia coli (strain K12)
1,6oz7,Escherichia coli (strain K12)
1,6pzm,Acinetobacter baumannii
1,6pzn,Acinetobacter baumannii
1,6r1u,Xenopus laevis
1,6r25,Homo sapiens
1,6ujk,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1.1,2p2s,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672)
1.1,2qq5,Homo sapiens
1.1,3qha,Mycobacterium avium (strain 104)
1.1.1,1dxy,Lactobacillus paracasei
1.1.1,1exb,Rattus norvegicus
1.1.1,1gv4,Mus musculus
1.1.1,1hku,Rattus norvegicus
1.1.1,1hl3,Rattus norvegicus
1.1.1,1m6i,Homo sapiens
1.1.1,1mx3,Homo sapiens
1.1.1,1mzr,Escherichia coli (strain K12)
1.1.1,1oj7,Escherichia coli (strain K12)
1.1.1,1pyf,Bacillus subtilis (strain 168)
1.1.1,1pz0,Bacillus subtilis (strain 168)
1.1.1,1qrq,Rattus norvegicus
1.1.1,1vhd,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
1.1.1,1vlj,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
1.1.1,1xq1,Arabidopsis thaliana
1.1.1,1yde,Homo sapiens
1.1.1,1zh8,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
1.1.1,1zua,Homo sapiens
1.1.1,2a79,Rattus norvegicus
1.1.1,2cuk,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)
1.1.1,2et6,Candida tropicalis
1.1.1,2he5,Mus musculus
1.1.1,2he8,Mus musculus
1.1.1,2hej,Mus musculus
1.1.1,2hu2,Rattus norvegicus
1.1.1,2ipf,Mus musculus
1.1.1,2mdp,Enterobacteria phage T7
1.1.1,2p5n,Mus musculus
1.1.1,2q45,Arabidopsis thaliana
1.1.1,2r9r,Rattus norvegicus
1.1.1,3ctm,Candida parapsilosis
1.1.1,3d3f,Bacillus subtilis (strain 168)
1.1.1,3eau,Rattus norvegicus
1.1.1,3eb3,Rattus norvegicus
1.1.1,3eb4,Rattus norvegicus
1.1.1,3f7j,Bacillus subtilis (strain 168)
1.1.1,3g79,Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88)
1.1.1,3ga0,Rattus norvegicus
1.1.1,3gd3,Mus musculus
1.1.1,3gd4,Mus musculus
1.1.1,3gug,Homo sapiens
1.1.1,3hnp,Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)
1.1.1,3i1j,Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)
1.1.1,3ln3,Mus musculus
1.1.1,3lnm,Rattus norvegicus
1.1.1,3lut,Rattus norvegicus
1.1.1,3n2t,Gluconobacter oxydans (strain 621H)
1.1.1,3n6q,Escherichia coli (strain K12)
1.1.1,3nkl,Aliivibrio fischeri (strain ATCC 700601 / ES114)
1.1.1,3o0k,Brucella abortus (strain 2308)
1.1.1,3rg2,Escherichia coli (strain K12)
1.1.1,3v5n,Rhizobium meliloti (strain 1021)
1.1.1,3wbw,Gluconobacter oxydans (strain 621H)
1.1.1,3wbx,Gluconobacter oxydans (strain 621H)
1.1.1,3wby,Gluconobacter oxydans (strain 621H)
1.1.1,3wtb,Gluconobacter oxydans (strain 621H)
1.1.1,4ast,Escherichia coli (strain K12)
1.1.1,4aub,Escherichia coli (strain K12)
1.1.1,4bur,Homo sapiens
1.1.1,4bv6,Homo sapiens
1.1.1,4ej6,Rhizobium meliloti (strain 1021)
1.1.1,4ejm,Rhizobium meliloti (strain 1021)
1.1.1,4fdc,Homo sapiens
1.1.1,4ga8,Homo sapiens
1.1.1,4gab,Homo sapiens
1.1.1,4gq0,Homo sapiens
1.1.1,4gqg,Homo sapiens
1.1.1,4h15,Rhizobium meliloti (strain 1021)
1.1.1,4h16,Rhizobium meliloti (strain 1021)
1.1.1,4i5x,Homo sapiens
1.1.1,4icc,Homo sapiens
1.1.1,4ilk,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1.1.1,4iz6,Escherichia coli (strain K12)
1.1.1,4jih,Homo sapiens
1.1.1,4jii,Homo sapiens
1.1.1,4jta,Rattus norvegicus
1.1.1,4jtc,Rattus norvegicus
1.1.1,4jtd,Rattus norvegicus
1.1.1,4k3z,Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)
1.1.1,4lce,Homo sapiens
1.1.1,4lii,Homo sapiens
1.1.1,4mhb,Yersinia pestis
1.1.1,4mkx,Lactobacillus casei
1.1.1,4mkz,Lactobacillus casei
1.1.1,4n54,Lactobacillus casei (strain BL23)
1.1.1,4pmj,Rhizobium meliloti (strain 1021)
1.1.1,4qgs,Escherichia coli (strain K12)
1.1.1,4qtz,Medicago truncatula
1.1.1,4quk,Medicago truncatula
1.1.1,4u6q,Homo sapiens
1.1.1,4u6s,Homo sapiens
1.1.1,4wev,Homo sapiens
1.1.1,4xap,Rhizobium meliloti (strain 1021)
1.1.1,4xzl,Homo sapiens
1.1.1,4xzm,Homo sapiens
1.1.1,4xzn,Homo sapiens
1.1.1,5c7h,Rhizobium meliloti (strain 1021)
1.1.1,5dan,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
1.1.1,5en4,Homo sapiens
1.1.1,5fmh,Homo sapiens
1.1.1,5fs6,Homo sapiens
1.1.1,5fs7,Homo sapiens
1.1.1,5fs8,Homo sapiens
1.1.1,5fs9,Homo sapiens
1.1.1,5g6r,Aspergillus oryzae (strain ATCC 42149 / RIB 40)
1.1.1,5g6s,Aspergillus oryzae (strain ATCC 42149 / RIB 40)
1.1.1,5hs6,Homo sapiens
1.1.1,5icm,Homo sapiens
1.1.1,5ics,Homo sapiens
1.1.1,5js6,Homo sapiens
1.1.1,5jsf,Homo sapiens
1.1.1,5kvh,Homo sapiens
1.1.1,5kvi,Homo sapiens
1.1.1,5l7t,Homo sapiens
1.1.1,5l7w,Homo sapiens
1.1.1,5l7y,Homo sapiens
1.1.1,5lik,Homo sapiens
1.1.1,5liu,Homo sapiens
1.1.1,5liw,Homo sapiens
1.1.1,5lix,Homo sapiens
1.1.1,5liy,Homo sapiens
1.1.1,5m2f,Homo sapiens
1.1.1,5mh5,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4)
1.1.1,5mh6,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4)
1.1.1,5mha,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4)
1.1.1,5miu,Mus musculus
1.1.1,5miv,Mus musculus
1.1.1,5o42,Homo sapiens
1.1.1,5o43,Homo sapiens
1.1.1,5o6o,Homo sapiens
1.1.1,5o6x,Homo sapiens
1.1.1,5o6z,Homo sapiens
1.1.1,5o72,Homo sapiens
1.1.1,5o7c,Homo sapiens
1.1.1,5tx7,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)
1.1.1,5unn,Rhizobium meliloti (strain 1021)
1.1.1,5uxf,Mus musculus
1.1.1,5wie,Rattus norvegicus
1.1.1,5y7n,Homo sapiens
1.1.1,6cdf,Homo sapiens
1.1.1,6cdr,Homo sapiens
1.1.1,6ci1,Rattus norvegicus
1.1.1,6cia,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
1.1.1,6ebk,Rattus norvegicus
1.1.1,6ebl,Rattus norvegicus
1.1.1,6emm,Homo sapiens
1.1.1,6ffb,Homo sapiens
1.1.1,6g4l,Homo sapiens
1.1.1,6gbt,Homo sapiens
1.1.1,6gtb,Homo sapiens
1.1.1,6gtu,Homo sapiens
1.1.1,6h0m,Homo sapiens
1.1.1,6hg6,Clostridium beijerinckii
1.1.1,6hno,Homo sapiens
1.1.1,6iyk,Escherichia coli (strain K12)
1.1.1,6iyl,Escherichia coli (strain K12)
1.1.1,6l1k,Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131)
1.1.1,6m7k,Mus musculus
1.1.1.1,1a4u,Drosophila lebanonensis
1.1.1.1,1a71,Equus caballus
1.1.1.1,1a72,Equus caballus
1.1.1.1,1adb,Equus caballus
1.1.1.1,1adc,Equus caballus
1.1.1.1,1adf,Equus caballus
1.1.1.1,1adg,Equus caballus
1.1.1.1,1agn,Homo sapiens
1.1.1.1,1axe,Equus caballus
1.1.1.1,1axg,Equus caballus
1.1.1.1,1b14,Drosophila lebanonensis
1.1.1.1,1b15,Drosophila lebanonensis
1.1.1.1,1b16,Drosophila lebanonensis
1.1.1.1,1b2l,Drosophila lebanonensis
1.1.1.1,1bto,Equus caballus
1.1.1.1,1cdo,Gadus morhua subsp. callarias
1.1.1.1,1d1s,Homo sapiens
1.1.1.1,1d1t,Homo sapiens
1.1.1.1,1deh,Homo sapiens
1.1.1.1,1e3e,Mus musculus
1.1.1.1,1e3i,Mus musculus
1.1.1.1,1e3l,Mus musculus
1.1.1.1,1ee2,Equus caballus
1.1.1.1,1h2b,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)
1.1.1.1,1hdx,Homo sapiens
1.1.1.1,1hdy,Homo sapiens
1.1.1.1,1hdz,Homo sapiens
1.1.1.1,1het,Equus caballus
1.1.1.1,1heu,Equus caballus
1.1.1.1,1hf3,Equus caballus
1.1.1.1,1hld,Equus caballus
1.1.1.1,1hso,Homo sapiens
1.1.1.1,1hsz,Homo sapiens
1.1.1.1,1ht0,Homo sapiens
1.1.1.1,1htb,Homo sapiens
1.1.1.1,1ju9,Equus caballus
1.1.1.1,1jvb,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)
1.1.1.1,1lde,Equus caballus
1.1.1.1,1ldy,Equus caballus
1.1.1.1,1llu,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)
1.1.1.1,1m6h,Homo sapiens
1.1.1.1,1m6w,Homo sapiens
1.1.1.1,1ma0,Homo sapiens
1.1.1.1,1mc5,Homo sapiens
1.1.1.1,1mg0,Equus caballus
1.1.1.1,1mg5,Drosophila melanogaster
1.1.1.1,1mgo,Equus caballus
1.1.1.1,1mp0,Homo sapiens
1.1.1.1,1n8k,Equus caballus
1.1.1.1,1n92,Equus caballus
1.1.1.1,1nto,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)
1.1.1.1,1nvg,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)
1.1.1.1,1o2d,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
1.1.1.1,1p1r,Equus caballus
1.1.1.1,1qlh,Equus caballus
1.1.1.1,1qlj,Equus caballus
1.1.1.1,1qv6,Equus caballus
1.1.1.1,1qv7,Equus caballus
1.1.1.1,1r37,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)
1.1.1.1,1rjw,Geobacillus stearothermophilus
1.1.1.1,1sby,Drosophila lebanonensis
1.1.1.1,1teh,Homo sapiens
1.1.1.1,1u3t,Homo sapiens
1.1.1.1,1u3u,Homo sapiens
1.1.1.1,1u3v,Homo sapiens
1.1.1.1,1u3w,Homo sapiens
1.1.1.1,1vj0,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
1.1.1.1,1ye3,Equus caballus
1.1.1.1,2eer,Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)
1.1.1.1,2fze,Homo sapiens
1.1.1.1,2fzw,Homo sapiens
1.1.1.1,2jhf,Equus caballus
1.1.1.1,2jhg,Equus caballus
1.1.1.1,2mae,Homo sapiens
1.1.1.1,2mvk,Homo sapiens
1.1.1.1,2mvl,Homo sapiens
1.1.1.1,2ohx,Equus caballus
1.1.1.1,2oxi,Equus caballus
1.1.1.1,2xaa,Rhodococcus ruber
1.1.1.1,3bto,Equus caballus
1.1.1.1,3cos,Homo sapiens
1.1.1.1,3hud,Homo sapiens
1.1.1.1,3i4c,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)
1.1.1.1,3jv7,Rhodococcus ruber
1.1.1.1,3oq6,Equus caballus
1.1.1.1,3owo,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)
1.1.1.1,3ox4,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)
1.1.1.1,3pii,Geobacillus stearothermophilus
1.1.1.1,3qj5,Homo sapiens
1.1.1.1,3rj5,Drosophila lebanonensis
1.1.1.1,3rj9,Drosophila lebanonensis
1.1.1.1,3uko,Arabidopsis thaliana
1.1.1.1,3uog,Rhizobium meliloti (strain 1021)
1.1.1.1,3wle,Candida parapsilosis
1.1.1.1,3wlf,Candida parapsilosis
1.1.1.1,3wnq,Candida parapsilosis
1.1.1.1,4bmn,Ralstonia sp. DSMZ 6428
1.1.1.1,4bms,Ralstonia sp. DSMZ 6428
1.1.1.1,4bmv,Sphingobium yanoikuyae
1.1.1.1,4c4o,Candida parapsilosis
1.1.1.1,4cpd,Thermus sp. ATN1
1.1.1.1,4dwv,Equus caballus
1.1.1.1,4dxh,Equus caballus
1.1.1.1,4eex,Lactococcus lactis subsp. lactis (strain KF147)
1.1.1.1,4eez,Lactococcus lactis subsp. lactis (strain KF147)
1.1.1.1,4gkv,Escherichia coli (strain K12)
1.1.1.1,4gl4,Arabidopsis thaliana
1.1.1.1,4j6f,Rhizobium meliloti (strain 1021)
1.1.1.1,4jbg,Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)
1.1.1.1,4jbh,Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)
1.1.1.1,4jbi,Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)
1.1.1.1,4jji,Arabidopsis thaliana
1.1.1.1,4l0q,Arabidopsis thaliana
1.1.1.1,4nfh,Equus caballus
1.1.1.1,4nfs,Equus caballus
1.1.1.1,4ng5,Equus caballus
1.1.1.1,4rqt,Arabidopsis thaliana
1.1.1.1,4rqu,Arabidopsis thaliana
1.1.1.1,4w6z,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
1.1.1.1,4xd2,Equus caballus
1.1.1.1,4z6k,Moraxella sp. (strain TAE123)
1.1.1.1,5adh,Equus caballus
1.1.1.1,5cdg,Equus caballus
1.1.1.1,5cds,Equus caballus
